imagen,caja_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf_deteccion,n_instancias_candidatas,instancia_correcta_revisor1,instancia_correcta_revisor2,consenso
no_retractors_Mandibular_anonymous_003-008-1273-00_1733140554614_Mandibular_View.jpg,0,1017.2191,59.007233,1226.1951,246.17026,0.9141113758087158,16,7,7,7
no_retractors_Mandibular_anonymous_003-008-1273-00_1733140554614_Mandibular_View.jpg,1,137.43224,27.40193,328.23288,207.32854,0.9104533791542053,16,6,6,6
no_retractors_Mandibular_anonymous_003-008-1273-00_1733140554614_Mandibular_View.jpg,2,964.9375,219.23863,1188.0464,413.23898,0.9072231650352478,16,2,2,2
no_retractors_Mandibular_anonymous_003-008-1273-00_1733140554614_Mandibular_View.jpg,3,156.29416,189.20775,380.41028,378.09094,0.8886904716491699,16,0,0,0
no_retractors_Mandibular_anonymous_003-008-1289-00_1733308999573_Mandibular_View.jpg,0,117.40215,171.92526,331.09665,371.1152,0.9071946740150452,14,1,1,1
no_retractors_Mandibular_anonymous_003-008-1289-00_1733308999573_Mandibular_View.jpg,1,1006.2772,49.268257,1203.6031,231.1018,0.8971361517906189,14,11,11,11
no_retractors_Mandibular_anonymous_003-008-1289-00_1733308999573_Mandibular_View.jpg,2,958.10406,196.1747,1171.864,390.52957,0.4197947680950165,14,3,3,3
no_retractors_Mandibular_anonymous_003-008-1295-00_1733315710222_Mandibular_View.jpg,0,883.42285,269.06433,1080.0273,458.19727,0.9344854950904846,15,2,2,2
no_retractors_Mandibular_anonymous_003-008-1295-00_1733315710222_Mandibular_View.jpg,1,69.65653,306.0333,264.86438,496.7854,0.9186661839485168,15,1,1,1
no_retractors_Mandibular_anonymous_003-008-1295-00_1733315710222_Mandibular_View.jpg,2,36.691673,169.11697,188.69211,333.43994,0.6355918645858765,15,11,11,11
no_retractors_Mandibular_anonymous_003-008-1308-00_1733401560725_Mandibular_View.jpg,0,56.750103,319.0176,272.41357,514.0431,0.9059152007102966,14,1,1,1
no_retractors_Mandibular_anonymous_003-008-1308-00_1733401560725_Mandibular_View.jpg,1,914.98065,236.57706,1130.232,438.47635,0.8215441107749939,14,2,2,2
no_retractors_Mandibular_anonymous_003-008-1308-00_1733401560725_Mandibular_View.jpg,2,15.357825,146.49503,219.56688,340.00525,0.3283292055130005,14,5,5,5
no_retractors_Mandibular_anonymous_003-008-1311-00_1733404330359_Mandibular_View.jpg,0,865.3308,277.5698,1039.2782,416.67606,0.9319103956222534,17,5,5,5
no_retractors_Mandibular_anonymous_003-008-1311-00_1733404330359_Mandibular_View.jpg,1,86.09426,234.19202,252.65097,371.98837,0.9287092685699463,17,14,14,14
no_retractors_Mandibular_anonymous_003-008-1311-00_1733404330359_Mandibular_View.jpg,2,108.27938,349.09875,286.21512,498.8385,0.9246898889541626,17,16,16,16
no_retractors_Mandibular_anonymous_003-008-1311-00_1733404330359_Mandibular_View.jpg,3,822.7956,389.78195,1011.8804,540.7948,0.9231482148170471,17,2,2,2
no_retractors_Mandibular_anonymous_003-008-1311-00_1733404330359_Mandibular_View.jpg,4,62.591694,103.59756,210.93326,242.96457,0.7336891293525696,17,1,1,1
no_retractors_Mandibular_anonymous_003-008-1394-00_1733831166816_Mandibular_View.jpg,0,93.17758,274.2641,316.938,462.71796,0.7223601341247559,15,6,6,6
no_retractors_Mandibular_anonymous_003-008-1419-00_1733919354561_Mandibular_View.jpg,0,74.75473,337.1462,291.10382,515.6832,0.9209272265434265,14,0,0,0
no_retractors_Mandibular_anonymous_003-008-1419-00_1733919354561_Mandibular_View.jpg,1,910.0367,369.4403,1112.6211,547.2645,0.9165997505187988,14,1,1,1
no_retractors_Mandibular_anonymous_003-008-1419-00_1733919354561_Mandibular_View.jpg,2,875.44135,498.4443,1072.133,635.33496,0.2608831822872162,14,13,13,13
no_retractors_Mandibular_anonymous_003-008-1458-00_1734086368021_Mandibular_View.jpg,0,124.30694,193.53854,324.14758,375.47937,0.9148638248443604,14,1,1,1
no_retractors_Mandibular_anonymous_003-008-1458-00_1734086368021_Mandibular_View.jpg,1,985.0033,208.57704,1193.727,404.47223,0.5306515097618103,14,0,0,0
no_retractors_Mandibular_anonymous_003-008-567-00_1728910691586_Mandibular_View.jpg,0,42.566338,278.06604,270.8679,470.708,0.9184622764587402,23,4,4,4
no_retractors_Mandibular_anonymous_003-008-567-00_1728910691586_Mandibular_View.jpg,1,1191.3037,201.83446,1434.1787,410.41196,0.9172695279121399,23,6,6,6
no_retractors_Mandibular_anonymous_003-008-567-00_1728910691586_Mandibular_View.jpg,2,1139.4512,391.37872,1401.5627,602.08105,0.8989550471305847,23,2,2,2
no_retractors_Mandibular_anonymous_003-008-567-00_1728910691586_Mandibular_View.jpg,3,80.071175,450.8288,327.9731,657.11304,0.7983051538467407,23,3,3,3
no_retractors_Mandibular_anonymous_003-008-615-00_1729074735259_Mandibular_View.jpg,0,102.36077,351.7601,322.289,548.9508,0.916472852230072,23,1,1,1
no_retractors_Mandibular_anonymous_003-008-615-00_1729074735259_Mandibular_View.jpg,1,1064.0217,212.2423,1257.8887,410.2955,0.9048715233802795,23,17,17,17
no_retractors_Mandibular_anonymous_003-008-615-00_1729074735259_Mandibular_View.jpg,2,995.2359,350.19592,1221.5236,551.8913,0.900107741355896,23,7,7,7
no_retractors_Mandibular_anonymous_003-008-615-00_1729074735259_Mandibular_View.jpg,3,60.70846,205.42783,257.56265,377.77875,0.8930280208587646,23,14,14,14
no_retractors_Mandibular_anonymous_003-008-615-00_1729074735259_Mandibular_View.jpg,4,968.6016,503.17838,1160.9135,659.7176,0.8772842884063721,23,8,8,8
no_retractors_Mandibular_anonymous_003-008-679-00_1729249395420_Mandibular_View.jpg,0,9.524894,207.05132,186.35707,359.85184,0.924263596534729,17,6,6,6
no_retractors_Mandibular_anonymous_003-008-679-00_1729249395420_Mandibular_View.jpg,1,47.69412,334.67346,231.31038,499.33084,0.9145544767379761,17,0,0,0
no_retractors_Mandibular_anonymous_003-008-679-00_1729249395420_Mandibular_View.jpg,2,838.9855,179.84013,1019.29297,332.81528,0.8645583391189575,17,7,7,7
no_retractors_Mandibular_anonymous_003-008-679-00_1729249395420_Mandibular_View.jpg,3,125.55538,455.74033,281.76657,587.1614,0.4306963086128235,17,14,14,14
no_retractors_Mandibular_anonymous_003-008-741-00_1729595555946_Mandibular_View.jpg,0,26.699486,94.85088,177.1922,228.70618,0.9158321022987366,15,6,6,6
no_retractors_Mandibular_anonymous_003-008-741-00_1729595555946_Mandibular_View.jpg,1,752.8506,155.99289,914.8888,309.23743,0.8888304233551025,15,12,12,12
no_retractors_Mandibular_anonymous_003-008-741-00_1729595555946_Mandibular_View.jpg,2,722.9074,253.63507,881.66376,403.0051,0.88297039270401,15,0,0,0
no_retractors_Mandibular_anonymous_003-008-741-00_1729595555946_Mandibular_View.jpg,3,29.089277,210.56007,207.48705,347.36612,0.8273611664772034,15,2,2,2
no_retractors_Mandibular_anonymous_003-008-743-00_1729599647750_Mandibular_View.jpg,0,49.114986,236.4289,232.02626,398.9334,0.931712806224823,14,7,7,7
no_retractors_Mandibular_anonymous_003-008-743-00_1729599647750_Mandibular_View.jpg,1,98.575615,368.417,298.9444,521.9053,0.9228342771530151,14,2,2,2
no_retractors_Mandibular_anonymous_003-008-743-00_1729599647750_Mandibular_View.jpg,2,961.78906,250.62471,1142.2394,417.65964,0.9172987341880798,14,13,13,13
no_retractors_Mandibular_anonymous_003-008-743-00_1729599647750_Mandibular_View.jpg,3,921.951,377.5919,1112.4381,545.62994,0.7766489386558533,14,3,3,3
no_retractors_Mandibular_anonymous_003-008-799-00_1729861944603_Mandibular_View.jpg,0,43.64505,264.87268,274.9434,442.25732,0.9260061383247375,15,2,2,2
no_retractors_Mandibular_anonymous_003-008-799-00_1729861944603_Mandibular_View.jpg,1,973.55994,297.89746,1203.9155,502.06305,0.9252468347549438,15,5,5,5
no_retractors_Mandibular_anonymous_003-008-799-00_1729861944603_Mandibular_View.jpg,2,33.337795,112.46448,238.0532,288.22388,0.9124454259872437,15,0,0,0
no_retractors_Mandibular_anonymous_003-008-799-00_1729861944603_Mandibular_View.jpg,3,92.47511,413.15585,296.73254,593.2118,0.8970773816108704,15,3,3,3
no_retractors_Mandibular_anonymous_003-008-799-00_1729861944603_Mandibular_View.jpg,4,940.9892,450.29727,1149.0157,635.5731,0.8879929184913635,15,11,11,11
no_retractors_Mandibular_anonymous_003-008-799-00_1729861944603_Mandibular_View.jpg,5,926.49493,585.8126,1091.2698,754.62756,0.7832650542259216,15,6,6,6
no_retractors_Mandibular_anonymous_003-008-799-00_1729861944603_Mandibular_View.jpg,6,1025.982,152.46999,1246.3411,332.74005,0.42993345856666565,15,1,1,1
no_retractors_Mandibular_anonymous_003-008-826-00_1729951922030_Mandibular_View.jpg,0,5.7632246,96.70764,196.84206,246.62892,0.9231253266334534,14,5,5,5
no_retractors_Mandibular_anonymous_003-008-826-00_1729951922030_Mandibular_View.jpg,1,929.8664,153.60527,1116.0332,323.18854,0.9201898574829102,14,11,11,11
no_retractors_Mandibular_anonymous_003-008-826-00_1729951922030_Mandibular_View.jpg,2,35.385704,224.83794,255.11453,393.17227,0.8592371940612793,14,2,2,2
no_retractors_Mandibular_anonymous_003-008-826-00_1729951922030_Mandibular_View.jpg,3,875.43427,279.865,1081.3899,460.17264,0.8410782814025879,14,13,13,13
no_retractors_Mandibular_anonymous_003-008-826-00_1729951922030_Mandibular_View.jpg,4,873.3124,423.90933,1022.5052,555.7869,0.4216112196445465,14,1,1,1
no_retractors_Mandibular_anonymous_003-008-845-00_1730114764937_Mandibular_View.jpg,0,99.41667,275.7797,274.23105,427.33374,0.8845874071121216,13,0,0,0
no_retractors_Mandibular_anonymous_003-008-845-00_1730114764937_Mandibular_View.jpg,1,30.344864,144.5197,233.6436,307.75833,0.8821789622306824,13,5,5,5
no_retractors_Mandibular_anonymous_003-008-845-00_1730114764937_Mandibular_View.jpg,2,795.52386,194.4134,980.5868,369.08878,0.7164611220359802,13,4,4,4
no_retractors_Mandibular_anonymous_003-008-866-00_1730209761250_Mandibular_View.jpg,0,1008.0828,210.68124,1189.4242,379.33823,0.8863437175750732,14,10,10,10
no_retractors_Mandibular_anonymous_003-008-866-00_1730209761250_Mandibular_View.jpg,1,26.571653,277.93405,243.49799,470.79883,0.7032185792922974,14,2,2,2
no_retractors_Mandibular_anonymous_003-008-866-00_1730209761250_Mandibular_View.jpg,2,961.51935,343.0037,1167.1969,550.8903,0.6552225351333618,14,3,3,3
no_retractors_Mandibular_anonymous_003-008-886-00_1730285789339_Mandibular_View.jpg,0,773.8477,347.7586,975.5427,536.7626,0.9344573020935059,16,1,1,1
no_retractors_Mandibular_anonymous_003-008-886-00_1730285789339_Mandibular_View.jpg,1,111.30334,316.3235,299.8596,506.90424,0.9276105761528015,16,14,14,14
no_retractors_Mandibular_anonymous_003-008-886-00_1730285789339_Mandibular_View.jpg,2,35.05956,163.77063,247.90034,346.30026,0.9187488555908203,16,6,6,6
no_retractors_Mandibular_anonymous_003-008-886-00_1730285789339_Mandibular_View.jpg,3,810.4416,199.11732,1030.6455,379.9764,0.9005410075187683,16,2,2,2
no_retractors_Mandibular_anonymous_003-008-929-00_1730714657405_Mandibular_View.jpg,0,968.48114,300.72925,1156.3428,472.93716,0.5595662593841553,14,3,3,3
no_retractors_Mandibular_anonymous_003_007_468_00_1728620859733_Mandibular_View.jpg,0,203.83362,250.36172,482.29138,466.90768,0.909904420375824,17,10,10,10
no_retractors_Mandibular_anonymous_003_007_468_00_1728620859733_Mandibular_View.jpg,1,1539.648,234.88016,1808.3396,417.506,0.887439489364624,17,12,12,12
no_retractors_Mandibular_anonymous_003_007_468_00_1728620859733_Mandibular_View.jpg,2,241.03491,378.04276,571.8887,646.7166,0.8639933466911316,17,4,4,4
no_retractors_Mandibular_anonymous_003_007_468_00_1728620859733_Mandibular_View.jpg,3,160.77875,89.265045,390.65506,281.8007,0.752610981464386,17,14,14,14
no_retractors_Mandibular_anonymous_003_007_468_00_1728620859733_Mandibular_View.jpg,4,1511.056,539.22046,1794.0752,706.5094,0.3717430531978607,17,0,0,0
no_retractors_Mandibular_anonymous_003_007_468_00_1728620859733_Mandibular_View.jpg,5,1572.0823,63.765152,1804.745,254.24551,0.286243200302124,17,16,16,16
no_retractors_Mandibular_anonymous_003_007_474_00_1728631659919_Mandibular_View.jpg,0,1271.1119,247.69739,1567.5393,496.55637,0.9073590636253357,14,0,0,0
no_retractors_Mandibular_anonymous_003_007_474_00_1728631659919_Mandibular_View.jpg,1,1362.081,83.480774,1606.2816,295.99866,0.8942139744758606,14,11,11,11
no_retractors_Mandibular_anonymous_003_007_474_00_1728631659919_Mandibular_View.jpg,2,141.20065,14.797886,351.35483,220.34407,0.8813139796257019,14,6,6,6
no_retractors_Mandibular_anonymous_003_007_474_00_1728631659919_Mandibular_View.jpg,3,157.79053,190.67615,432.63553,403.42178,0.7684887647628784,14,1,1,1
no_retractors_Mandibular_anonymous_003_007_474_00_1728631659919_Mandibular_View.jpg,4,237.33345,375.45352,459.76212,538.10815,0.3724302053451538,14,2,2,2
no_retractors_Mandibular_anonymous_003_007_504_00_1728710905876_Mandibular_View.jpg,0,1687.7758,338.4176,2106.916,693.4108,0.9267019629478455,14,5,5,5
no_retractors_Mandibular_anonymous_003_007_504_00_1728710905876_Mandibular_View.jpg,1,102.28407,159.00813,478.78036,474.33215,0.9191162586212158,14,3,3,3
no_retractors_Mandibular_anonymous_003_007_504_00_1728710905876_Mandibular_View.jpg,2,1796.9595,76.72921,2184.8887,405.42453,0.9182072281837463,14,11,11,11
no_retractors_Mandibular_anonymous_003_007_504_00_1728710905876_Mandibular_View.jpg,3,152.98116,418.87836,541.40027,747.1601,0.9047538638114929,14,4,4,4
no_retractors_Mandibular_anonymous_003_007_504_00_1728710905876_Mandibular_View.jpg,4,242.58868,685.4362,564.5246,931.10254,0.794877827167511,14,0,0,0
no_retractors_Mandibular_anonymous_003_007_514_00_1728722215801_Mandibular_View.jpg,0,426.05716,596.60535,763.73456,898.69354,0.9197022318840027,19,2,2,2
no_retractors_Mandibular_anonymous_003_007_514_00_1728722215801_Mandibular_View.jpg,1,331.8676,370.95468,660.53503,662.8996,0.9184122085571289,19,4,4,4
no_retractors_Mandibular_anonymous_003_007_514_00_1728722215801_Mandibular_View.jpg,2,1743.1515,350.25122,2032.8602,588.2922,0.9133992195129395,19,6,6,6
no_retractors_Mandibular_anonymous_003_007_514_00_1728722215801_Mandibular_View.jpg,3,1727.391,551.7967,2033.4314,817.9437,0.5437679290771484,19,5,5,5
no_retractors_Mandibular_anonymous_003_007_514_00_1728722215801_Mandibular_View.jpg,4,263.78348,123.41257,581.948,403.9042,0.29283541440963745,19,0,0,0
no_retractors_Mandibular_anonymous_003_008_492_00_1728648396729_Mandibular_View.jpg,0,112.78065,242.59059,317.87384,417.44046,0.897016167640686,17,5,5,5
no_retractors_Mandibular_anonymous_003_008_492_00_1728648396729_Mandibular_View.jpg,1,1074.8362,232.36606,1303.7084,425.1987,0.8937093615531921,17,7,7,7
no_retractors_Mandibular_anonymous_003_008_492_00_1728648396729_Mandibular_View.jpg,2,1031.696,387.0804,1282.6428,600.70966,0.7544345855712891,17,3,3,3
no_retractors_Mandibular_anonymous_003_008_492_00_1728648396729_Mandibular_View.jpg,3,134.02817,379.78723,352.67828,582.1262,0.7069668769836426,17,0,0,0
no_retractors_Mandibular_anonymous_003_008_498_00_1728656110446_Mandibular_View.jpg,0,965.3814,341.57437,1201.4806,559.5473,0.9206917881965637,14,1,1,1
no_retractors_Mandibular_anonymous_003_008_498_00_1728656110446_Mandibular_View.jpg,1,21.477856,323.3164,271.33557,537.83813,0.9124575257301331,14,0,0,0
no_retractors_Mandibular_anonymous_003_008_498_00_1728656110446_Mandibular_View.jpg,2,1024.0715,176.15761,1205.5541,357.98257,0.8920543789863586,14,7,7,7
no_retractors_Mandibular_anonymous_003_008_498_00_1728656110446_Mandibular_View.jpg,3,24.601389,160.51358,187.462,336.47617,0.35995957255363464,14,11,11,11
no_retractors_Mandibular_anonymous_003_008_532_00_1728806117003_Mandibular_View.jpg,0,142.39568,420.93704,390.6336,631.8617,0.8827643990516663,16,0,0,0
no_retractors_Mandibular_anonymous_003_008_532_00_1728806117003_Mandibular_View.jpg,1,102.96141,260.60886,334.88348,457.2799,0.7695668339729309,16,9,9,9
no_retractors_Mandibular_anonymous_003_008_532_00_1728806117003_Mandibular_View.jpg,2,219.4434,587.49866,431.97327,753.8106,0.644402027130127,16,4,4,4
no_retractors_Mandibular_anonymous_003_008_532_00_1728806117003_Mandibular_View.jpg,3,1138.5066,590.8097,1351.5168,751.324,0.5692579746246338,16,2,2,2
no_retractors_Mandibular_anonymous_003_008_534_00_1728809131094_Mandibular_View.jpg,0,85.496956,411.01978,357.92844,653.25946,0.9256071448326111,17,2,2,2
no_retractors_Mandibular_anonymous_003_008_534_00_1728809131094_Mandibular_View.jpg,1,1240.1437,441.07446,1515.4343,697.56366,0.9253020286560059,17,3,3,3
no_retractors_Mandibular_anonymous_003_008_534_00_1728809131094_Mandibular_View.jpg,2,1299.6177,258.4029,1543.9283,479.4252,0.9223601222038269,17,12,12,12
no_retractors_Mandibular_anonymous_003_008_534_00_1728809131094_Mandibular_View.jpg,3,60.043007,232.80663,309.1994,441.88248,0.9176811575889587,17,6,6,6
no_retractors_Mandibular_anonymous_003_008_534_00_1728809131094_Mandibular_View.jpg,4,184.15508,588.9066,400.6067,780.5846,0.8774768710136414,17,0,0,0
no_retractors_Mandibular_anonymous_003_008_534_00_1728809131094_Mandibular_View.jpg,5,1199.3556,623.2457,1417.7354,835.31946,0.8104768395423889,17,1,1,1
no_retractors_Mandibular_anonymous_003_008_540_00_1728816533325_Mandibular_View.jpg,0,41.19675,199.84517,280.82855,424.9377,0.9304361939430237,12,10,10,10
no_retractors_Mandibular_anonymous_003_008_540_00_1728816533325_Mandibular_View.jpg,1,1024.1615,226.39857,1273.6877,470.9961,0.9251932501792908,12,6,6,6
no_retractors_Mandibular_anonymous_003_008_540_00_1728816533325_Mandibular_View.jpg,2,982.249,405.1056,1205.9314,609.0988,0.9251430630683899,12,8,8,8
no_retractors_Mandibular_anonymous_003_008_540_00_1728816533325_Mandibular_View.jpg,3,111.77724,385.01932,321.33786,576.71594,0.9207243323326111,12,11,11,11
no_retractors_Mandibular_anonymous_003_008_561_00_1728900258396_Mandibular_View.jpg,0,27.492373,369.5299,220.35971,570.5485,0.9130809307098389,15,8,8,8
no_retractors_Mandibular_anonymous_003_008_561_00_1728900258396_Mandibular_View.jpg,1,1135.7538,480.85977,1383.6099,704.26746,0.9091897010803223,15,3,3,3
no_retractors_Mandibular_anonymous_003_008_561_00_1728900258396_Mandibular_View.jpg,2,38.986515,534.5668,281.83676,757.00085,0.896219789981842,15,2,2,2
no_retractors_Mandibular_anonymous_003_008_561_00_1728900258396_Mandibular_View.jpg,3,1167.8329,311.71753,1407.1016,514.4635,0.7455841302871704,15,9,9,9
no_retractors_Mandibular_anonymous_003_103_298_00_1727864717921_Mandibular_View.jpg,0,104.679756,278.75418,303.56436,457.88345,0.9258958697319031,24,4,4,4
no_retractors_Mandibular_anonymous_003_103_298_00_1727864717921_Mandibular_View.jpg,1,1095.4111,250.00822,1290.8754,422.10748,0.9115959405899048,24,9,9,9
no_retractors_Mandibular_anonymous_003_103_298_00_1727864717921_Mandibular_View.jpg,2,1036.5757,401.32758,1247.4528,590.9882,0.860491931438446,24,2,2,2
no_retractors_Mandibular_anonymous_003_103_298_00_1727864717921_Mandibular_View.jpg,3,122.904045,437.35898,335.8929,613.24066,0.8214039206504822,24,1,1,1
no_retractors_Mandibular_anonymous_003_103_379_00_1728136654331_Mandibular_View.jpg,0,973.1488,351.14496,1212.0476,566.47,0.919348955154419,15,1,1,1
no_retractors_Mandibular_anonymous_003_103_379_00_1728136654331_Mandibular_View.jpg,1,67.58943,374.6917,289.3305,585.89417,0.9147440195083618,15,2,2,2
no_retractors_Mandibular_anonymous_003_103_379_00_1728136654331_Mandibular_View.jpg,2,1003.8123,205.20406,1209.9906,384.4578,0.9133392572402954,15,10,1,10
no_retractors_Mandibular_anonymous_003_103_379_00_1728136654331_Mandibular_View.jpg,3,41.878548,249.72322,239.37164,416.64313,0.9039728045463562,15,8,8,8
no_retractors_Mandibular_anonymous_003_103_412_00_1728381408086_Mandibular_View.jpg,0,94.22741,365.5974,274.9005,555.5733,0.9330325126647949,13,2,2,2
no_retractors_Mandibular_anonymous_003_103_412_00_1728381408086_Mandibular_View.jpg,1,990.9921,218.73412,1176.1487,401.2832,0.894932746887207,13,4,4,4
no_retractors_Mandibular_anonymous_003_103_412_00_1728381408086_Mandibular_View.jpg,2,61.529655,207.9301,233.75153,382.6835,0.8939322233200073,13,7,7,7
no_retractors_Mandibular_anonymous_003_103_412_00_1728381408086_Mandibular_View.jpg,3,936.3812,373.43158,1134.2032,592.87866,0.8931321501731873,13,5,5,5
no_retractors_Maxillary_Occlusal_anonymous_003-007-788-00_1729839721436_Maxillary_Occlusal_View.jpg,0,2862.5986,1755.965,3469.4463,2099.1433,0.8750389218330383,14,5,5,5
no_retractors_Maxillary_Occlusal_anonymous_003-007-788-00_1729839721436_Maxillary_Occlusal_View.jpg,1,256.51016,1512.7412,965.2466,2095.8289,0.8708875179290771,14,1,1,1
no_retractors_Maxillary_Occlusal_anonymous_003-007-788-00_1729839721436_Maxillary_Occlusal_View.jpg,2,2875.2048,1424.7128,3504.842,1812.9758,0.5498768091201782,14,2,2,2
no_retractors_Maxillary_Occlusal_anonymous_003-008-1110-00_1732280871545_Maxillary_Occlusal_View.jpg,0,1325.3666,972.9757,1584.5038,1143.903,0.8917321562767029,14,10,10,10
no_retractors_Maxillary_Occlusal_anonymous_003-008-1110-00_1732280871545_Maxillary_Occlusal_View.jpg,1,100.28007,943.9485,373.28918,1110.8662,0.8657875657081604,14,11,11,11
no_retractors_Maxillary_Occlusal_anonymous_003-008-1110-00_1732280871545_Maxillary_Occlusal_View.jpg,2,85.829155,745.59265,364.45898,989.1838,0.7754194140434265,14,1,1,1
no_retractors_Maxillary_Occlusal_anonymous_003-008-1110-00_1732280871545_Maxillary_Occlusal_View.jpg,3,1298.5616,763.9786,1578.6652,1012.69434,0.7716273665428162,14,3,3,3
no_retractors_Maxillary_Occlusal_anonymous_003-008-1110-00_1732280871545_Maxillary_Occlusal_View.jpg,4,132.85896,649.1309,338.98828,772.4962,0.5970334410667419,14,12,12,12
no_retractors_Maxillary_Occlusal_anonymous_003-008-1138-00_1732535496374_Maxillary_Occlusal_View.jpg,0,54.71407,562.06824,306.72003,754.8723,0.9030571579933167,16,3,3,3
no_retractors_Maxillary_Occlusal_anonymous_003-008-1179-00_1732704974831_Maxillary_Occlusal_View.jpg,0,22.002176,757.1625,350.34067,1037.6428,0.8868170380592346,14,4,4,4
no_retractors_Maxillary_Occlusal_anonymous_003-008-1179-00_1732704974831_Maxillary_Occlusal_View.jpg,1,1378.7203,686.65485,1709.2499,988.9122,0.7866224646568298,14,3,3,3
no_retractors_Maxillary_Occlusal_anonymous_003-008-1179-00_1732704974831_Maxillary_Occlusal_View.jpg,2,1412.6368,918.0874,1702.2869,1119.9801,0.7262853384017944,14,10,10,10
no_retractors_Maxillary_Occlusal_anonymous_003-008-1184-00_1732710518322_Maxillary_Occlusal_View.jpg,0,2.504076,700.5742,334.8493,941.65247,0.8551267385482788,14,10,1,10
no_retractors_Maxillary_Occlusal_anonymous_003-008-1184-00_1732710518322_Maxillary_Occlusal_View.jpg,1,1297.8496,676.3802,1588.8378,911.8778,0.8303045034408569,14,2,2,2
no_retractors_Maxillary_Occlusal_anonymous_003-008-1206-00_1732794547718_Maxillary_Occlusal_View.jpg,0,111.807755,891.0489,344.32327,1077.8911,0.8794425129890442,14,12,1,12
no_retractors_Maxillary_Occlusal_anonymous_003-008-1206-00_1732794547718_Maxillary_Occlusal_View.jpg,1,1297.2012,946.68787,1552.1884,1113.7028,0.7017302513122559,14,11,11,11
no_retractors_Maxillary_Occlusal_anonymous_003-008-1206-00_1732794547718_Maxillary_Occlusal_View.jpg,2,1282.148,778.00385,1551.7599,983.1078,0.6043095588684082,14,2,2,2
no_retractors_Maxillary_Occlusal_anonymous_003-008-1206-00_1732794547718_Maxillary_Occlusal_View.jpg,3,1275.9042,666.2785,1516.2534,806.8612,0.5993951559066772,14,7,7,7
no_retractors_Maxillary_Occlusal_anonymous_003-008-1229-00_1732885041482_Maxillary_Occlusal_View.jpg,0,32.466957,829.7279,362.5443,1105.0939,0.9155793190002441,14,10,10,10
no_retractors_Maxillary_Occlusal_anonymous_003-008-1229-00_1732885041482_Maxillary_Occlusal_View.jpg,1,1425.3718,815.483,1733.3988,1094.214,0.850109338760376,14,8,8,8
no_retractors_Maxillary_Occlusal_anonymous_003-008-1273-00_1733140554614_Maxillary_Occlusal_View.jpg,0,1099.8073,662.5301,1381.9678,873.01666,0.858160674571991,14,4,4,4
no_retractors_Maxillary_Occlusal_anonymous_003-008-1273-00_1733140554614_Maxillary_Occlusal_View.jpg,1,1067.9272,547.22754,1342.116,707.3779,0.6665143966674805,14,8,8,8
no_retractors_Maxillary_Occlusal_anonymous_003-008-1273-00_1733140554614_Maxillary_Occlusal_View.jpg,2,54.03503,634.26685,331.21716,865.1493,0.5730620622634888,14,9,9,9
no_retractors_Maxillary_Occlusal_anonymous_003-008-1273-00_1733140554614_Maxillary_Occlusal_View.jpg,3,1104.5533,827.9812,1374.4651,981.7701,0.3015844523906708,14,13,13,13
no_retractors_Maxillary_Occlusal_anonymous_003-008-1289-00_1733308999573_Maxillary_Occlusal_View.jpg,0,1097.4564,528.6193,1346.7374,763.6213,0.904183030128479,21,2,2,2
no_retractors_Maxillary_Occlusal_anonymous_003-008-1289-00_1733308999573_Maxillary_Occlusal_View.jpg,1,41.518692,526.5065,285.8524,744.2151,0.9036720991134644,21,4,4,4
no_retractors_Maxillary_Occlusal_anonymous_003-008-1289-00_1733308999573_Maxillary_Occlusal_View.jpg,2,1071.5168,431.71884,1279.4786,579.4962,0.7484661936759949,21,3,3,3
no_retractors_Maxillary_Occlusal_anonymous_003-008-1289-00_1733308999573_Maxillary_Occlusal_View.jpg,3,92.97084,423.51932,296.4021,575.57104,0.581610381603241,21,6,6,6
no_retractors_Maxillary_Occlusal_anonymous_003-008-1295-00_1733315710222_Maxillary_Occlusal_View.jpg,0,1074.9177,656.5871,1318.2087,849.94745,0.8998109102249146,14,3,3,3
no_retractors_Maxillary_Occlusal_anonymous_003-008-1295-00_1733315710222_Maxillary_Occlusal_View.jpg,1,88.30525,623.5456,329.28342,829.69226,0.7333545684814453,14,1,1,1
no_retractors_Maxillary_Occlusal_anonymous_003-008-1295-00_1733315710222_Maxillary_Occlusal_View.jpg,2,150.6002,555.78357,356.4894,671.0245,0.3519943356513977,14,9,9,9
no_retractors_Maxillary_Occlusal_anonymous_003-008-1308-00_1733401560725_Maxillary_Occlusal_View.jpg,0,1118.3,605.9937,1358.775,750.89545,0.8986411690711975,14,8,8,8
no_retractors_Maxillary_Occlusal_anonymous_003-008-1308-00_1733401560725_Maxillary_Occlusal_View.jpg,1,110.44234,530.7881,353.37393,685.0843,0.8968563675880432,14,6,6,6
no_retractors_Maxillary_Occlusal_anonymous_003-008-1308-00_1733401560725_Maxillary_Occlusal_View.jpg,2,1134.4829,717.1436,1411.3231,933.86615,0.8638230562210083,14,4,4,4
no_retractors_Maxillary_Occlusal_anonymous_003-008-1308-00_1733401560725_Maxillary_Occlusal_View.jpg,3,70.891655,658.0237,338.4331,886.412,0.8424459099769592,14,5,5,5
