view,path,stem,width,height,blur_var,legible
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1562.jpg,LL 1562,1280,550,4.369872158437177,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0582.jpg,LL 0582,1280,550,3.3095210638700108,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0758.jpg,LL 0758,1280,550,3.7268777127776347,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0601.jpg,LL 0601,1280,550,3.38701419678945,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0682.jpg,LL 0682,1280,550,3.5814130014184378,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0965.jpg,LL 0965,1280,550,3.439644865371578,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1231.jpg,LL 1231,1280,550,4.200562463770341,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1321.jpg,LL 1321,1280,550,3.7132499457321795,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0366.jpg,LL 0366,1280,550,3.953566754340054,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1019.jpg,LL 1019,1280,550,3.820529247705886,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0552.jpg,LL 0552,1280,550,3.886281167670132,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0856.jpg,LL 0856,1280,550,3.9619202631392048,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0300.jpg,LL 0300,1280,550,4.2266387886670325,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0908.jpg,LL 0908,1280,550,4.3655282531556665,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0902.jpg,LL 0902,1280,550,4.041848574089619,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0800.jpg,LL 0800,1280,550,3.582421674794599,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1057.jpg,LL 1057,1280,550,3.9619202631392048,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1410.jpg,LL 1410,1280,550,3.9216903190857457,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0986.jpg,LL 0986,1280,550,4.674238341934078,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0275.jpg,LL 0275,1280,550,3.9118119459904444,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0839.jpg,LL 0839,1280,550,6.610421392527678,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0135.jpg,LL 0135,1280,550,3.4030780973798254,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1056.jpg,LL 1056,1280,550,4.041848574089619,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0303.jpg,LL 0303,1280,550,3.7132499457321795,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0091.jpg,LL 0091,1280,550,3.9216903190857457,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0060.jpg,LL 0060,1280,550,3.886281167670132,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0134.jpg,LL 0134,1280,550,3.9118119459904444,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0224.jpg,LL 0224,1280,550,3.582421674794599,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1524.jpg,LL 1524,1280,550,3.820529247705886,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1089.jpg,LL 1089,1280,550,3.4474218535943177,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0840.jpg,LL 0840,1280,550,3.6271816622465782,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0835.jpg,LL 0835,1280,550,4.082234279988942,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1234.jpg,LL 1234,1280,550,4.857678604201643,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1235.jpg,LL 1235,1280,550,3.596624229395338,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1246.jpg,LL 1246,1280,550,2.95297233961575,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1486.jpg,LL 1486,1280,550,6.336340440332838,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0940.jpg,LL 0940,1280,550,3.6488789442148755,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0613.jpg,LL 0613,1280,550,3.143303657662384,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0468.jpg,LL 0468,1280,550,3.2450453223140494,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0793.jpg,LL 0793,1280,550,3.2483520661157024,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0791.jpg,LL 0791,1280,550,3.6826392045373857,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0314.jpg,LL 0314,1280,550,3.459791192114458,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1349.jpg,LL 1349,1280,550,2.9928292095816107,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0123.jpg,LL 0123,1280,550,3.2633221122300324,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0996.jpg,LL 0996,1280,550,2.843015597379826,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0994.jpg,LL 0994,1280,550,3.396025323831352,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1301.jpg,LL 1301,1280,550,4.48893740234375,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1546.jpg,LL 1546,1280,550,5.7298110205461485,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0261.jpg,LL 0261,1280,550,3.219325259230937,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1289.jpg,LL 1289,1280,550,2.8373749709452487,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1250.jpg,LL 1250,1280,550,3.7867849120589336,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1308.jpg,LL 1308,1280,550,2.5215183983386327,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0028.jpg,LL 0028,1280,550,2.569555991735538,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1417.jpg,LL 1417,1280,550,5.1362566918723385,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0997.jpg,LL 0997,1280,550,2.602257079172182,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0288.jpg,LL 0288,1280,550,2.586238220485214,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0639.jpg,LL 0639,1280,550,2.935156718166887,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1064.jpg,LL 1064,1280,550,2.6100461702588302,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0718.jpg,LL 0718,1280,550,2.5867200532650285,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1150.jpg,LL 1150,1280,550,2.6473948831353318,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1000.jpg,LL 1000,1280,550,2.984734370155524,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1107.jpg,LL 1107,1280,550,2.4405552315320738,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0416.jpg,LL 0416,1280,550,2.5538721518272203,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1223.jpg,LL 1223,1280,550,2.591532316226677,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0573.jpg,LL 0573,1280,550,2.7752764154325122,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0230.jpg,LL 0230,1280,550,2.705124881835937,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0728.jpg,LL 0728,1280,550,2.5799729392896933,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0187.jpg,LL 0187,1280,550,2.474150555268594,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0478.jpg,LL 0478,1280,550,2.4755920179150794,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1227.jpg,LL 1227,1280,550,2.555056812298231,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0029.jpg,LL 0029,1280,550,3.23135206091813,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0786.jpg,LL 0786,1280,550,2.8621158757667216,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1004.jpg,LL 1004,1280,550,2.567834426451123,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1429.jpg,LL 1429,1280,550,2.4775311816890495,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1392.jpg,LL 1392,1280,550,2.5923231421019506,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0569.jpg,LL 0569,1280,550,3.0158394845505376,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1066.jpg,LL 1066,1280,550,2.902603693131377,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0629.jpg,LL 0629,1280,550,3.0383465608777755,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1183.jpg,LL 1183,1280,550,2.898997156177362,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1505.jpg,LL 1505,1280,550,2.5145510885120737,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0770.jpg,LL 0770,1280,550,2.951232421479533,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0105.jpg,LL 0105,1280,550,3.1701474744237474,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0017.jpg,LL 0017,1280,550,2.850457420178122,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1272.jpg,LL 1272,1280,550,2.6074657829852135,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0079.jpg,LL 0079,1280,550,3.143538352109294,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1559.jpg,LL 1559,1280,550,3.059992311545633,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1074.jpg,LL 1074,1280,550,2.8285254008264467,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1173.jpg,LL 1173,1280,550,2.8934996674118665,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1552.jpg,LL 1552,1280,550,2.7428977233664775,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1075.jpg,LL 1075,1280,550,3.360499741404634,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1449.jpg,LL 1449,1280,550,3.291178958677686,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1011.jpg,LL 1011,1280,550,2.4788224074908802,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1271.jpg,LL 1271,1280,550,2.6458508521738606,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0221.jpg,LL 0221,1280,550,2.4563422882856893,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0175.jpg,LL 0175,1280,550,2.8533848947067892,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0583.jpg,LL 0583,1280,550,2.1663465490702483,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0094.jpg,LL 0094,1280,550,2.6769247118232675,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0859.jpg,LL 0859,1280,550,2.7175620914175505,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0590.jpg,LL 0590,1280,550,2.166737195326624,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0090.jpg,LL 0090,1280,550,3.5903262738813932,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0953.jpg,LL 0953,1280,550,2.6086832050599673,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0810.jpg,LL 0810,1280,550,2.855458806477192,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0315.jpg,LL 0315,1280,550,2.6946672843168895,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0452.jpg,LL 0452,1280,550,3.081325032668437,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0689.jpg,LL 0689,1280,550,2.88316192503067,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0321.jpg,LL 0321,1280,550,2.5663919843669283,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1267.jpg,LL 1267,1280,550,3.499261122086453,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0055.jpg,LL 0055,1280,550,3.0515652341732316,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0164.jpg,LL 0164,1280,550,2.9016874986360404,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1346.jpg,LL 1346,1280,550,3.281813917692326,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0761.jpg,LL 0761,1280,550,2.9781150566547483,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0348.jpg,LL 0348,1280,550,3.0413927706611568,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0666.jpg,LL 0666,1280,550,2.590930385764382,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0014.jpg,LL 0014,1280,550,3.0849140219444076,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0695.jpg,LL 0695,1280,550,2.8726698035898757,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1192.jpg,LL 1192,1280,550,3.4302015277634306,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0101.jpg,LL 0101,1280,550,2.6571420422262393,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1438.jpg,LL 1438,1280,550,2.5713863345816117,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1257.jpg,LL 1257,1280,550,3.01005254546867,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0792.jpg,LL 0792,1280,550,2.8683720666887274,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0178.jpg,LL 0178,1280,550,2.980598011345477,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0194.jpg,LL 0194,1280,550,2.774396853685112,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0397.jpg,LL 0397,1280,550,2.856919029246432,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0329.jpg,LL 0329,1280,550,2.6718409008264454,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1170.jpg,LL 1170,1280,550,3.135855024656185,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0066.jpg,LL 0066,1280,550,3.1368237121561853,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 0061.jpg,LL 0061,1280,550,3.2432059082818125,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1356.jpg,LL 1356,1280,550,3.2645710206611573,True
Lower Left,/content/drive/MyDrive/UNIVERSIDAD/9NO SEMESTRE/TITULACION/DATASET CARIES/Teeth or Dental Image Dataset/Lower Left/LL 1532.jpg,LL 1532,1280,550,3.6732329327221067,True
